market,arrival_date,price
Vijayawada,2016-07-16,419
E.Godavari,2016-07-16,419
Muzaffurpur (CC),2016-07-16,
Chittoor,2016-07-16,453
Chennai (CC),2016-07-16,460
Burdwan (CC),2016-07-16,
Brahmapur (OD),2016-07-16,
Bengaluru (CC),2016-07-16,450
Barwala,2016-07-16,421
Asansole,2016-07-16,
Ajmer,2016-07-16,431
Ahmedabad,2016-07-16,457
Delhi (CC),2016-07-16,428
Ranchi (CC),2016-07-17,
Pune,2016-07-17,467
Patna,2016-07-17,
Namakkal,2016-07-17,435
Midnapur (KOL),2016-07-17,
Mysuru,2016-07-17,456
Muzaffurpur (CC),2016-07-17,
Mumbai (CC),2016-07-17,466
Vijayawada,2016-07-17,419
Ludhiana,2016-07-17,430
Nagpur,2016-07-17,430
Vizag,2016-07-17,424
Hospet,2016-07-17,415
Warangal,2016-07-17,418
Allahabad (CC),2016-07-17,448
Bhopal,2016-07-17,445
Hyderabad,2016-07-17,416
Indore (CC),2016-07-17,448
Jabalpur,2016-07-17,444
Kanpur (CC),2016-07-17,452
Kolkata (WB),2016-07-17,453
Luknow (CC),2016-07-17,470
Raipur,2016-07-17,438
Surat,2016-07-17,
Varanasi (CC),2016-07-17,467
W.Godavari,2016-07-17,419
E.Godavari,2016-07-17,419
Delhi (CC),2016-07-17,428
Chittoor,2016-07-17,453
Chennai (CC),2016-07-17,460
Burdwan (CC),2016-07-17,
Brahmapur (OD),2016-07-17,
Bengaluru (CC),2016-07-17,450
Barwala,2016-07-17,421
Asansole,2016-07-17,
Ajmer,2016-07-17,421
Ahmedabad,2016-07-17,457
Raipur,2016-07-18,438
Surat,2016-07-18,
Varanasi (CC),2016-07-18,467
Namakkal,2016-07-18,435
Nagpur,2016-07-18,430
Midnapur (KOL),2016-07-18,
Muzaffurpur (CC),2016-07-18,
Mumbai (CC),2016-07-18,466
Luknow (CC),2016-07-18,470
Ludhiana,2016-07-18,430
Mysuru,2016-07-18,456
Kolkata (WB),2016-07-18,453
Bhopal,2016-07-18,445
Jabalpur,2016-07-18,444
Indore (CC),2016-07-18,448
Hyderabad,2016-07-18,416
Allahabad (CC),2016-07-18,448
Warangal,2016-07-18,418
W.Godavari,2016-07-18,419
Vizag,2016-07-18,424
Vijayawada,2016-07-18,419
Ranchi (CC),2016-07-18,
Pune,2016-07-18,467
Patna,2016-07-18,
Kanpur (CC),2016-07-18,452
E.Godavari,2016-07-18,419
Hospet,2016-07-18,415
Chittoor,2016-07-18,453
Ahmedabad,2016-07-18,457
Ajmer,2016-07-18,421
Asansole,2016-07-18,
Barwala,2016-07-18,421
Delhi (CC),2016-07-18,428
Brahmapur (OD),2016-07-18,
Burdwan (CC),2016-07-18,
Chennai (CC),2016-07-18,460
Bengaluru (CC),2016-07-18,450
Ludhiana,2016-07-19,426
Midnapur (KOL),2016-07-19,
Mumbai (CC),2016-07-19,466
Muzaffurpur (CC),2016-07-19,
Mysuru,2016-07-19,456
Nagpur,2016-07-19,428
Namakkal,2016-07-19,435
Patna,2016-07-19,
Pune,2016-07-19,467
Ranchi (CC),2016-07-19,
Vijayawada,2016-07-19,419
Vizag,2016-07-19,424
Warangal,2016-07-19,418
Allahabad (CC),2016-07-19,448
Bhopal,2016-07-19,445
Hyderabad,2016-07-19,416
Indore (CC),2016-07-19,435
Jabalpur,2016-07-19,444
Kanpur (CC),2016-07-19,452
Kolkata (WB),2016-07-19,453
Luknow (CC),2016-07-19,470
Raipur,2016-07-19,438
Surat,2016-07-19,
Varanasi (CC),2016-07-19,467
W.Godavari,2016-07-19,419
E.Godavari,2016-07-19,419
Hospet,2016-07-19,415
Chittoor,2016-07-19,453
Ahmedabad,2016-07-19,457
Ajmer,2016-07-19,419
Asansole,2016-07-19,
Barwala,2016-07-19,416
Delhi (CC),2016-07-19,428
Brahmapur (OD),2016-07-19,
Burdwan (CC),2016-07-19,
Chennai (CC),2016-07-19,460
Bengaluru (CC),2016-07-19,450
Hyderabad,2016-07-20,416
Ludhiana,2016-07-20,424
Midnapur (KOL),2016-07-20,
Mumbai (CC),2016-07-20,466
Muzaffurpur (CC),2016-07-20,
Mysuru,2016-07-20,456
Nagpur,2016-07-20,424
Namakkal,2016-07-20,435
Patna,2016-07-20,
Pune,2016-07-20,467
Ranchi (CC),2016-07-20,
Vijayawada,2016-07-20,419
W.Godavari,2016-07-20,419
Warangal,2016-07-20,418
Allahabad (CC),2016-07-20,448
E.Godavari,2016-07-20,419
Hospet,2016-07-20,415
Indore (CC),2016-07-20,432
Jabalpur,2016-07-20,444
Kanpur (CC),2016-07-20,452
Kolkata (WB),2016-07-20,453
Luknow (CC),2016-07-20,470
Raipur,2016-07-20,438
Surat,2016-07-20,
Varanasi (CC),2016-07-20,460
Vizag,2016-07-20,424
Bhopal,2016-07-20,445
Delhi (CC),2016-07-20,422
Chennai (CC),2016-07-20,460
Burdwan (CC),2016-07-20,
Brahmapur (OD),2016-07-20,
Bengaluru (CC),2016-07-20,450
Barwala,2016-07-20,412
Asansole,2016-07-20,
Ajmer,2016-07-20,417
Ahmedabad,2016-07-20,457
Chittoor,2016-07-20,453
Patna,2016-07-21,
Hyderabad,2016-07-21,416
Namakkal,2016-07-21,435
Varanasi (CC),2016-07-21,460
Mumbai (CC),2016-07-21,466
Mysuru,2016-07-21,456
Muzaffurpur (CC),2016-07-21,
Pune,2016-07-21,467
Midnapur (KOL),2016-07-21,
Ludhiana,2016-07-21,398
Nagpur,2016-07-21,420
Ranchi (CC),2016-07-21,
Allahabad (CC),2016-07-21,443
Vizag,2016-07-21,424
W.Godavari,2016-07-21,419
Warangal,2016-07-21,416
Bhopal,2016-07-21,440
Hospet,2016-07-21,415
Indore (CC),2016-07-21,432
Jabalpur,2016-07-21,440
Kanpur (CC),2016-07-21,452
Kolkata (WB),2016-07-21,453
Luknow (CC),2016-07-21,470
Raipur,2016-07-21,438
Surat,2016-07-21,
Vijayawada,2016-07-21,419
E.Godavari,2016-07-21,419
Ajmer,2016-07-21,405
Chittoor,2016-07-21,453
Ahmedabad,2016-07-21,457
Asansole,2016-07-21,
Barwala,2016-07-21,400
Delhi (CC),2016-07-21,416
Brahmapur (OD),2016-07-21,
Burdwan (CC),2016-07-21,
Chennai (CC),2016-07-21,460
Bengaluru (CC),2016-07-21,450
Hyderabad,2016-07-22,416
Ludhiana,2016-07-22,388
Midnapur (KOL),2016-07-22,
Mumbai (CC),2016-07-22,466
Muzaffurpur (CC),2016-07-22,
Mysuru,2016-07-22,456
Nagpur,2016-07-22,420
Namakkal,2016-07-22,435
Patna,2016-07-22,
Pune,2016-07-22,467
Ranchi (CC),2016-07-22,
Vijayawada,2016-07-22,419
W.Godavari,2016-07-22,419
E.Godavari,2016-07-22,419
Warangal,2016-07-22,416
Allahabad (CC),2016-07-22,443
Bhopal,2016-07-22,440
Hospet,2016-07-22,415
Jabalpur,2016-07-22,440
Kanpur (CC),2016-07-22,452
Kolkata (WB),2016-07-22,453
Luknow (CC),2016-07-22,470
Raipur,2016-07-22,430
Surat,2016-07-22,
Varanasi (CC),2016-07-22,453
Vizag,2016-07-22,424
Delhi (CC),2016-07-22,408
Indore (CC),2016-07-22,425
Chennai (CC),2016-07-22,460
Ahmedabad,2016-07-22,457
Ajmer,2016-07-22,390
Asansole,2016-07-22,
Chittoor,2016-07-22,453
Bengaluru (CC),2016-07-22,450
Brahmapur (OD),2016-07-22,
Burdwan (CC),2016-07-22,
Barwala,2016-07-22,395
Hyderabad,2016-07-23,416
Ludhiana,2016-07-23,383
Midnapur (KOL),2016-07-23,
Mumbai (CC),2016-07-23,466
Muzaffurpur (CC),2016-07-23,
Mysuru,2016-07-23,456
Nagpur,2016-07-23,418
Namakkal,2016-07-23,435
Patna,2016-07-23,
Pune,2016-07-23,467
Ranchi (CC),2016-07-23,
Vijayawada,2016-07-23,419
W.Godavari,2016-07-23,419
Warangal,2016-07-23,416
Allahabad (CC),2016-07-23,438
E.Godavari,2016-07-23,419
Hospet,2016-07-23,415
Indore (CC),2016-07-23,415
Jabalpur,2016-07-23,440
Kanpur (CC),2016-07-23,428
Kolkata (WB),2016-07-23,453
Luknow (CC),2016-07-23,465
Raipur,2016-07-23,430
Surat,2016-07-23,
Varanasi (CC),2016-07-23,443
Vizag,2016-07-23,424
Bhopal,2016-07-23,440
Chittoor,2016-07-23,453
Chennai (CC),2016-07-23,460
Burdwan (CC),2016-07-23,
Brahmapur (OD),2016-07-23,
Bengaluru (CC),2016-07-23,450
Barwala,2016-07-23,395
Asansole,2016-07-23,
Ajmer,2016-07-23,390
Ahmedabad,2016-07-23,457
Delhi (CC),2016-07-23,402
Ranchi (CC),2016-07-24,
Pune,2016-07-24,467
Patna,2016-07-24,
Namakkal,2016-07-24,435
Mumbai (CC),2016-07-24,466
Mysuru,2016-07-24,456
Varanasi (CC),2016-07-24,440
Vijayawada,2016-07-24,419
Ludhiana,2016-07-24,383
Hyderabad,2016-07-24,416
Nagpur,2016-07-24,420
Vizag,2016-07-24,424
Bhopal,2016-07-24,440
Warangal,2016-07-24,416
Allahabad (CC),2016-07-24,433
Hospet,2016-07-24,415
E.Godavari,2016-07-24,419
Indore (CC),2016-07-24,415
Jabalpur,2016-07-24,440
Kanpur (CC),2016-07-24,428
Kolkata (WB),2016-07-24,453
Luknow (CC),2016-07-24,462
Raipur,2016-07-24,430
Surat,2016-07-24,
W.Godavari,2016-07-24,419
Delhi (CC),2016-07-24,396
Muzaffurpur (CC),2016-07-24,
Chennai (CC),2016-07-24,460
Chittoor,2016-07-24,453
Ahmedabad,2016-07-24,457
Ajmer,2016-07-24,393
Asansole,2016-07-24,
Midnapur (KOL),2016-07-24,
Bengaluru (CC),2016-07-24,450
Brahmapur (OD),2016-07-24,
Burdwan (CC),2016-07-24,
Barwala,2016-07-24,395
Chennai (CC),2016-07-25,460
Asansole,2016-07-25,
Barwala,2016-07-25,395
Bengaluru (CC),2016-07-25,450
Brahmapur (OD),2016-07-25,
Burdwan (CC),2016-07-25,
Hospet,2016-07-25,415
Indore (CC),2016-07-25,415
Kanpur (CC),2016-07-25,428
Ahmedabad,2016-07-25,457
Kolkata (WB),2016-07-25,453
Luknow (CC),2016-07-25,462
Raipur,2016-07-25,430
Surat,2016-07-25,
Varanasi (CC),2016-07-25,437
Jabalpur,2016-07-25,435
Bhopal,2016-07-25,440
Ajmer,2016-07-25,393
Warangal,2016-07-25,416
Chittoor,2016-07-25,453
Delhi (CC),2016-07-25,396
E.Godavari,2016-07-25,419
Hyderabad,2016-07-25,416
Ludhiana,2016-07-25,383
Midnapur (KOL),2016-07-25,
Allahabad (CC),2016-07-25,433
Muzaffurpur (CC),2016-07-25,
Mysuru,2016-07-25,456
Mumbai (CC),2016-07-25,466
Namakkal,2016-07-25,435
Patna,2016-07-25,
Pune,2016-07-25,467
Ranchi (CC),2016-07-25,
Vijayawada,2016-07-25,419
Vizag,2016-07-25,424
W.Godavari,2016-07-25,419
Nagpur,2016-07-25,420
Mysuru,2016-07-26,456
Muzaffurpur (CC),2016-07-26,
E.Godavari,2016-07-26,419
Mumbai (CC),2016-07-26,466
Midnapur (KOL),2016-07-26,
Ludhiana,2016-07-26,383
Hyderabad,2016-07-26,406
Delhi (CC),2016-07-26,396
Vizag,2016-07-26,424
Chennai (CC),2016-07-26,460
Burdwan (CC),2016-07-26,
Brahmapur (OD),2016-07-26,
Bengaluru (CC),2016-07-26,450
Barwala,2016-07-26,395
Asansole,2016-07-26,
Ajmer,2016-07-26,393
Ahmedabad,2016-07-26,457
Nagpur,2016-07-26,417
Chittoor,2016-07-26,453
Namakkal,2016-07-26,435
Allahabad (CC),2016-07-26,428
Pune,2016-07-26,467
Patna,2016-07-26,
Varanasi (CC),2016-07-26,437
Surat,2016-07-26,
Raipur,2016-07-26,430
Luknow (CC),2016-07-26,457
Kanpur (CC),2016-07-26,428
Jabalpur,2016-07-26,430
Kolkata (WB),2016-07-26,443
Hospet,2016-07-26,415
Bhopal,2016-07-26,435
Warangal,2016-07-26,416
W.Godavari,2016-07-26,419
Vijayawada,2016-07-26,419
Ranchi (CC),2016-07-26,
Indore (CC),2016-07-26,415
Pune,2016-07-27,455
W.Godavari,2016-07-27,419
Vizag,2016-07-27,424
Vijayawada,2016-07-27,419
Ranchi (CC),2016-07-27,
Patna,2016-07-27,
Surat,2016-07-27,
Nagpur,2016-07-27,412
Mysuru,2016-07-27,456
Muzaffurpur (CC),2016-07-27,
Mumbai (CC),2016-07-27,456
Midnapur (KOL),2016-07-27,
Raipur,2016-07-27,422
Warangal,2016-07-27,406
Namakkal,2016-07-27,435
Allahabad (CC),2016-07-27,428
E.Godavari,2016-07-27,419
Hospet,2016-07-27,405
Ahmedabad,2016-07-27,450
Ajmer,2016-07-27,370
Asansole,2016-07-27,
Barwala,2016-07-27,380
Bengaluru (CC),2016-07-27,450
Brahmapur (OD),2016-07-27,
Burdwan (CC),2016-07-27,
Chennai (CC),2016-07-27,460
Chittoor,2016-07-27,453
Delhi (CC),2016-07-27,396
Hyderabad,2016-07-27,406
Ludhiana,2016-07-27,376
Kanpur (CC),2016-07-27,419
Jabalpur,2016-07-27,430
Indore (CC),2016-07-27,412
Bhopal,2016-07-27,430
Varanasi (CC),2016-07-27,433
Luknow (CC),2016-07-27,457
Kolkata (WB),2016-07-27,445
Nagpur,2016-07-28,410
Ludhiana,2016-07-28,370
Midnapur (KOL),2016-07-28,
Mumbai (CC),2016-07-28,456
Muzaffurpur (CC),2016-07-28,
Mysuru,2016-07-28,456
Namakkal,2016-07-28,435
Patna,2016-07-28,
Pune,2016-07-28,455
Ranchi (CC),2016-07-28,
Vijayawada,2016-07-28,419
Vizag,2016-07-28,424
W.Godavari,2016-07-28,419
Warangal,2016-07-28,406
Allahabad (CC),2016-07-28,419
Bhopal,2016-07-28,425
Indore (CC),2016-07-28,400
Jabalpur,2016-07-28,420
Kanpur (CC),2016-07-28,419
Kolkata (WB),2016-07-28,445
Luknow (CC),2016-07-28,457
Raipur,2016-07-28,415
Surat,2016-07-28,
Varanasi (CC),2016-07-28,417
Hyderabad,2016-07-28,406
E.Godavari,2016-07-28,419
Hospet,2016-07-28,405
Ajmer,2016-07-28,370
Delhi (CC),2016-07-28,385
Chittoor,2016-07-28,453
Chennai (CC),2016-07-28,460
Burdwan (CC),2016-07-28,
Brahmapur (OD),2016-07-28,
Bengaluru (CC),2016-07-28,450
Barwala,2016-07-28,380
Asansole,2016-07-28,
Ahmedabad,2016-07-28,450
Bengaluru (CC),2016-07-29,450
Barwala,2016-07-29,380
Asansole,2016-07-29,
Ajmer,2016-07-29,370
Raipur,2016-07-29,405
Indore (CC),2016-07-29,398
Jabalpur,2016-07-29,420
Brahmapur (OD),2016-07-29,
Kanpur (CC),2016-07-29,419
Ahmedabad,2016-07-29,450
Kolkata (WB),2016-07-29,440
Burdwan (CC),2016-07-29,
Chittoor,2016-07-29,453
Allahabad (CC),2016-07-29,405
Warangal,2016-07-29,406
W.Godavari,2016-07-29,419
Vizag,2016-07-29,424
Vijayawada,2016-07-29,419
Ranchi (CC),2016-07-29,
Pune,2016-07-29,455
Patna,2016-07-29,
Chennai (CC),2016-07-29,460
Namakkal,2016-07-29,435
Mysuru,2016-07-29,456
Muzaffurpur (CC),2016-07-29,
Mumbai (CC),2016-07-29,456
Midnapur (KOL),2016-07-29,
Ludhiana,2016-07-29,362
Hyderabad,2016-07-29,406
E.Godavari,2016-07-29,419
Delhi (CC),2016-07-29,380
Nagpur,2016-07-29,410
Luknow (CC),2016-07-29,457
Hospet,2016-07-29,405
Varanasi (CC),2016-07-29,413
Bhopal,2016-07-29,420
Surat,2016-07-29,
Ajmer,2016-07-30,370
Namakkal,2016-07-30,435
Patna,2016-07-30,
Pune,2016-07-30,455
Ranchi (CC),2016-07-30,
Vijayawada,2016-07-30,419
Vizag,2016-07-30,424
W.Godavari,2016-07-30,419
Allahabad (CC),2016-07-30,405
Nagpur,2016-07-30,407
Bhopal,2016-07-30,410
Hospet,2016-07-30,405
Indore (CC),2016-07-30,390
Jabalpur,2016-07-30,410
Kanpur (CC),2016-07-30,409
Kolkata (WB),2016-07-30,440
Warangal,2016-07-30,406
Mysuru,2016-07-30,456
Mumbai (CC),2016-07-30,456
Ahmedabad,2016-07-30,450
Asansole,2016-07-30,
Barwala,2016-07-30,380
Bengaluru (CC),2016-07-30,450
Brahmapur (OD),2016-07-30,
Raipur,2016-07-30,405
Varanasi (CC),2016-07-30,413
Surat,2016-07-30,
Burdwan (CC),2016-07-30,
Chennai (CC),2016-07-30,460
Chittoor,2016-07-30,453
Delhi (CC),2016-07-30,380
E.Godavari,2016-07-30,419
Hyderabad,2016-07-30,406
Ludhiana,2016-07-30,362
Midnapur (KOL),2016-07-30,
Muzaffurpur (CC),2016-07-30,
Luknow (CC),2016-07-30,450
Chittoor,2016-07-31,453
Bengaluru (CC),2016-07-31,440
Brahmapur (OD),2016-07-31,
Burdwan (CC),2016-07-31,
Chennai (CC),2016-07-31,460
Delhi (CC),2016-07-31,380
E.Godavari,2016-07-31,407
Hyderabad,2016-07-31,406
Ludhiana,2016-07-31,362
Ahmedabad,2016-07-31,450
Mumbai (CC),2016-07-31,455
Muzaffurpur (CC),2016-07-31,
Mysuru,2016-07-31,456
Ajmer,2016-07-31,373
Barwala,2016-07-31,380
Asansole,2016-07-31,
Midnapur (KOL),2016-07-31,
Bhopal,2016-07-31,410
Allahabad (CC),2016-07-31,405
Luknow (CC),2016-07-31,450
Kolkata (WB),2016-07-31,440
Surat,2016-07-31,
Varanasi (CC),2016-07-31,413
Pune,2016-07-31,450
Kanpur (CC),2016-07-31,409
Jabalpur,2016-07-31,406
Indore (CC),2016-07-31,395
Hospet,2016-07-31,405
Raipur,2016-07-31,405
Vijayawada,2016-07-31,407
Ranchi (CC),2016-07-31,
Vizag,2016-07-31,416
Warangal,2016-07-31,400
Nagpur,2016-07-31,405
Namakkal,2016-07-31,435
Patna,2016-07-31,
W.Godavari,2016-07-31,407
Namakkal,2016-08-01,402
E.Godavari,2016-08-01,382
Hyderabad,2016-08-01,395
Ludhiana,2016-08-01,395
Midnapur (KOL),2016-08-01,
Mumbai (CC),2016-08-01,435
Patna,2016-08-01,
Ranchi (CC),2016-08-01,
Vijayawada,2016-08-01,382
Vizag,2016-08-01,390
W.Godavari,2016-08-01,382
Warangal,2016-08-01,398
Allahabad (CC),2016-08-01,419
Muzaffurpur (CC),2016-08-01,
Pune,2016-08-01,430
Bengaluru (CC),2016-08-01,410
Brahmapur (OD),2016-08-01,
Asansole,2016-08-01,
Surat,2016-08-01,
Raipur,2016-08-01,417
Luknow (CC),2016-08-01,450
Kolkata (WB),2016-08-01,424
Kanpur (CC),2016-08-01,433
Jabalpur,2016-08-01,406
Indore (CC),2016-08-01,400
Hospet,2016-08-01,370
Bhopal,2016-08-01,425
Varanasi (CC),2016-08-01,437
Nagpur,2016-08-01,392
Burdwan (CC),2016-08-01,
Chennai (CC),2016-08-01,420
Chittoor,2016-08-01,413
Delhi (CC),2016-08-01,410
Ahmedabad,2016-08-01,430
Ajmer,2016-08-01,391
Barwala,2016-08-01,392
Mysuru,2016-08-01,422
Nagpur,2016-08-02,353
Hyderabad,2016-08-02,365
Allahabad (CC),2016-08-02,376
Bhopal,2016-08-02,375
Chennai (CC),2016-08-02,385
Burdwan (CC),2016-08-02,
Brahmapur (OD),2016-08-02,
Bengaluru (CC),2016-08-02,370
Barwala,2016-08-02,356
Asansole,2016-08-02,
W.Godavari,2016-08-02,365
Vizag,2016-08-02,380
Vijayawada,2016-08-02,365
Ranchi (CC),2016-08-02,
Pune,2016-08-02,395
Patna,2016-08-02,
Namakkal,2016-08-02,370
Muzaffurpur (CC),2016-08-02,
Mumbai (CC),2016-08-02,405
Midnapur (KOL),2016-08-02,
Ludhiana,2016-08-02,350
E.Godavari,2016-08-02,365
Mysuru,2016-08-02,375
Warangal,2016-08-02,368
Luknow (CC),2016-08-02,420
Hospet,2016-08-02,338
Jabalpur,2016-08-02,367
Kanpur (CC),2016-08-02,395
Kolkata (WB),2016-08-02,412
Raipur,2016-08-02,375
Surat,2016-08-02,
Varanasi (CC),2016-08-02,397
Delhi (CC),2016-08-02,380
Chittoor,2016-08-02,378
Ahmedabad,2016-08-02,395
Indore (CC),2016-08-02,375
Ajmer,2016-08-02,350
Asansole,2016-08-03,
Ajmer,2016-08-03,290
Varanasi (CC),2016-08-03,333
Chennai (CC),2016-08-03,345
Chittoor,2016-08-03,338
Delhi (CC),2016-08-03,300
E.Godavari,2016-08-03,295
Barwala,2016-08-03,298
Bhopal,2016-08-03,305
Midnapur (KOL),2016-08-03,
Mumbai (CC),2016-08-03,325
Muzaffurpur (CC),2016-08-03,
Mysuru,2016-08-03,340
Nagpur,2016-08-03,295
Namakkal,2016-08-03,333
Patna,2016-08-03,
Ludhiana,2016-08-03,282
Hyderabad,2016-08-03,290
Bengaluru (CC),2016-08-03,325
Burdwan (CC),2016-08-03,
Allahabad (CC),2016-08-03,314
Warangal,2016-08-03,293
W.Godavari,2016-08-03,295
Vizag,2016-08-03,305
Vijayawada,2016-08-03,295
Ranchi (CC),2016-08-03,
Hospet,2016-08-03,290
Indore (CC),2016-08-03,297
Jabalpur,2016-08-03,307
Kanpur (CC),2016-08-03,324
Kolkata (WB),2016-08-03,328
Pune,2016-08-03,320
Luknow (CC),2016-08-03,330
Raipur,2016-08-03,303
Surat,2016-08-03,
Brahmapur (OD),2016-08-03,
Ahmedabad,2016-08-03,325
Raipur,2016-08-04,300
Nagpur,2016-08-04,295
Kolkata (WB),2016-08-04,352
Kanpur (CC),2016-08-04,319
Jabalpur,2016-08-04,305
Indore (CC),2016-08-04,295
Hospet,2016-08-04,300
Bhopal,2016-08-04,305
Allahabad (CC),2016-08-04,319
Warangal,2016-08-04,308
W.Godavari,2016-08-04,310
Vizag,2016-08-04,318
Vijayawada,2016-08-04,310
Ranchi (CC),2016-08-04,
Pune,2016-08-04,325
Patna,2016-08-04,
Namakkal,2016-08-04,350
Surat,2016-08-04,
Varanasi (CC),2016-08-04,323
Luknow (CC),2016-08-04,350
Ahmedabad,2016-08-04,335
Ajmer,2016-08-04,267
Asansole,2016-08-04,
Barwala,2016-08-04,280
Bengaluru (CC),2016-08-04,335
Burdwan (CC),2016-08-04,
Chennai (CC),2016-08-04,355
Chittoor,2016-08-04,348
Brahmapur (OD),2016-08-04,
E.Godavari,2016-08-04,310
Hyderabad,2016-08-04,305
Ludhiana,2016-08-04,273
Midnapur (KOL),2016-08-04,
Mumbai (CC),2016-08-04,335
Muzaffurpur (CC),2016-08-04,
Mysuru,2016-08-04,345
Delhi (CC),2016-08-04,282
Chittoor,2016-08-05,398
Mumbai (CC),2016-08-05,403
Varanasi (CC),2016-08-05,387
Ludhiana,2016-08-05,331
Hyderabad,2016-08-05,370
E.Godavari,2016-08-05,365
Delhi (CC),2016-08-05,348
Chennai (CC),2016-08-05,405
Surat,2016-08-05,
Brahmapur (OD),2016-08-05,
Bengaluru (CC),2016-08-05,400
Barwala,2016-08-05,349
Asansole,2016-08-05,
Ajmer,2016-08-05,347
Ahmedabad,2016-08-05,393
Muzaffurpur (CC),2016-08-05,
Burdwan (CC),2016-08-05,
Mysuru,2016-08-05,402
Midnapur (KOL),2016-08-05,
Namakkal,2016-08-05,370
Luknow (CC),2016-08-05,380
Raipur,2016-08-05,385
Nagpur,2016-08-05,374
Kolkata (WB),2016-08-05,385
Kanpur (CC),2016-08-05,390
Jabalpur,2016-08-05,380
Indore (CC),2016-08-05,358
Bhopal,2016-08-05,380
Allahabad (CC),2016-08-05,381
Hospet,2016-08-05,365
Warangal,2016-08-05,373
W.Godavari,2016-08-05,365
Patna,2016-08-05,
Vizag,2016-08-05,370
Vijayawada,2016-08-05,365
Pune,2016-08-05,420
Ranchi (CC),2016-08-05,
Ranchi (CC),2016-08-06,
Ajmer,2016-08-06,348
Ahmedabad,2016-08-06,390
Namakkal,2016-08-06,390
Pune,2016-08-06,403
Vijayawada,2016-08-06,362
W.Godavari,2016-08-06,362
Vizag,2016-08-06,371
Asansole,2016-08-06,
Patna,2016-08-06,
Barwala,2016-08-06,358
Hyderabad,2016-08-06,367
Brahmapur (OD),2016-08-06,
Burdwan (CC),2016-08-06,
Chennai (CC),2016-08-06,420
Chittoor,2016-08-06,413
Delhi (CC),2016-08-06,359
E.Godavari,2016-08-06,362
Ludhiana,2016-08-06,348
Midnapur (KOL),2016-08-06,
Mumbai (CC),2016-08-06,402
Muzaffurpur (CC),2016-08-06,
Mysuru,2016-08-06,405
Warangal,2016-08-06,370
Bengaluru (CC),2016-08-06,397
Allahabad (CC),2016-08-06,371
Nagpur,2016-08-06,370
Hospet,2016-08-06,362
Indore (CC),2016-08-06,368
Jabalpur,2016-08-06,376
Kanpur (CC),2016-08-06,381
Kolkata (WB),2016-08-06,400
Luknow (CC),2016-08-06,391
Raipur,2016-08-06,371
Surat,2016-08-06,
Varanasi (CC),2016-08-06,393
Bhopal,2016-08-06,380
Warangal,2016-08-07,414
Midnapur (KOL),2016-08-07,
Allahabad (CC),2016-08-07,424
Jabalpur,2016-08-07,436
Hospet,2016-08-07,415
Indore (CC),2016-08-07,415
W.Godavari,2016-08-07,413
Bhopal,2016-08-07,435
Vizag,2016-08-07,416
Namakkal,2016-08-07,435
Ranchi (CC),2016-08-07,
Pune,2016-08-07,467
Patna,2016-08-07,
Kanpur (CC),2016-08-07,433
Nagpur,2016-08-07,422
Mysuru,2016-08-07,456
Muzaffurpur (CC),2016-08-07,
Hyderabad,2016-08-07,414
Ludhiana,2016-08-07,388
Vijayawada,2016-08-07,413
Kolkata (WB),2016-08-07,445
Mumbai (CC),2016-08-07,464
Raipur,2016-08-07,430
Bengaluru (CC),2016-08-07,450
Barwala,2016-08-07,402
Luknow (CC),2016-08-07,440
Asansole,2016-08-07,
Ajmer,2016-08-07,410
Burdwan (CC),2016-08-07,
Brahmapur (OD),2016-08-07,
Chennai (CC),2016-08-07,460
Surat,2016-08-07,
Varanasi (CC),2016-08-07,443
E.Godavari,2016-08-07,413
Delhi (CC),2016-08-07,404
Chittoor,2016-08-07,453
Ahmedabad,2016-08-07,452
Varanasi (CC),2016-08-08,407
Indore (CC),2016-08-08,360
Jabalpur,2016-08-08,357
Kanpur (CC),2016-08-08,371
Luknow (CC),2016-08-08,400
Raipur,2016-08-08,310
Ahmedabad,2016-08-08,390
Ajmer,2016-08-08,327
Brahmapur (OD),2016-08-08,
Asansole,2016-08-08,
Barwala,2016-08-08,330
Surat,2016-08-08,
Bengaluru (CC),2016-08-08,390
Kolkata (WB),2016-08-08,380
Burdwan (CC),2016-08-08,
Hyderabad,2016-08-08,335
Chittoor,2016-08-08,413
Hospet,2016-08-08,355
Bhopal,2016-08-08,350
Warangal,2016-08-08,355
W.Godavari,2016-08-08,353
Vizag,2016-08-08,361
Vijayawada,2016-08-08,353
Ranchi (CC),2016-08-08,
Pune,2016-08-08,390
Chennai (CC),2016-08-08,420
Patna,2016-08-08,
Nagpur,2016-08-08,318
Mysuru,2016-08-08,396
Muzaffurpur (CC),2016-08-08,
Mumbai (CC),2016-08-08,400
Midnapur (KOL),2016-08-08,
Ludhiana,2016-08-08,328
E.Godavari,2016-08-08,353
Delhi (CC),2016-08-08,345
Namakkal,2016-08-08,375
Allahabad (CC),2016-08-08,367
Vizag,2016-08-09,334
Ranchi (CC),2016-08-09,
Burdwan (CC),2016-08-09,
Chennai (CC),2016-08-09,360
Chittoor,2016-08-09,353
Delhi (CC),2016-08-09,346
E.Godavari,2016-08-09,327
Hyderabad,2016-08-09,318
Ludhiana,2016-08-09,331
Indore (CC),2016-08-09,332
Jabalpur,2016-08-09,331
Kanpur (CC),2016-08-09,367
Kolkata (WB),2016-08-09,372
Vijayawada,2016-08-09,327
